NoForm;city;NSE;p5;p6;p7;p16;p17_a;p17_b;p17_c;p17_d;p17_e;p17_f;p17_g;p18;P19;p22_a;p22_b;p22_c;p26
1526;Medellin;Medio;Femenino;Modalité n° 40;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=3_ind
1585;Medellin;Medio;Femenino;Modalité n° 49;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1614;Medellin;Medio;Femenino;Modalité n° 57;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s; ;p17d_FACC=3_cs; ;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1661;Medellin;Medio;Femenino;Modalité n° 70;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1848;Medellin;Medio;Masculino;Modalité n° 43;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2115;Medellin;Medio;Femenino;Modalité n° 42;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=1_n;p26_ARMA=5_comdesac
398;Caracas;Bajo;Femenino;Modalité n° 31;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
957;Caracas;Bajo;Femenino;Modalité n° 39;1 Primaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
1375;Caracas;Bajo;Masculino;Modalité n° 35;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1384;Caracas;Bajo;Masculino;Modalité n° 45;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
2152;Caracas;Medio;Femenino;Modalité n° 14;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=3_ind
2160;Caracas;Medio;Masculino;Modalité n° 16;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=3_ind
391;Caracas;Bajo;Femenino;Modalité n° 27;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
1896;Caracas;Alto;Masculino;Modalité n° 38;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
70;Caracas;Bajo;Femenino;Modalité n° 76;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
401;Caracas;Bajo;Femenino;Modalité n° 30;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1352;Caracas;Bajo;Femenino;Modalité n° 26;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn; ;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
322;Caracas;Bajo;Femenino;Modalité n° 64;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
413;Caracas;Bajo;Femenino;Modalité n° 59;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
72;Caracas;Bajo;Femenino;Modalité n° 78;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=1_n;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
97;Caracas;Bajo;Masculino;Modalité n° 26;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
228;Caracas;Bajo;Femenino;Modalité n° 14;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
305;Caracas;Medio;Femenino;Modalité n° 14;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
370;Caracas;Bajo;Masculino;Modalité n° 47;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
489;Caracas;Bajo;Masculino;Modalité n° 38;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn; ; ; ; ; ; ;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
515;Caracas;Bajo;Masculino;Modalité n° 20;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s; ; ;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
535;Caracas;Bajo;Masculino;Modalité n° 40;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
665;Caracas;Bajo;Masculino;Modalité n° 50;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=2_acu
699;Caracas;Medio;Femenino;Modalité n° 80;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
733;Caracas;Medio;Femenino;Modalité n° 15;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=1_n;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=3_ind
975;Caracas;Bajo;Femenino;Modalité n° 52;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=1_n;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1435;Caracas;Bajo;Femenino;Modalité n° 21;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1531;Caracas;Bajo;Femenino;Modalité n° 46;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=1_n;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
1876;Caracas;Medio;Femenino;Modalité n° 82;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1943;Caracas;Medio;Masculino;Modalité n° 58;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
2115;Caracas;Medio;Femenino;Modalité n° 59;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=2_cn;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=2_acu
1481;La Paz;Bajo;Masculino;Modalité n° 15;1 Primaria; ;p17a_ACL=1_n;p17b_FACL=1_n;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=1_n;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=3_ind
723;La Paz;Bajo;Femenino;Modalité n° 56;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=1_n;p26_ARMA=3_ind
440;La Paz;Medio;Femenino;Modalité n° 68;1 Primaria; ;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
1528;La Paz;Medio;Femenino;Modalité n° 32;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=4_desac
1658;La Paz;Bajo;Masculino;Modalité n° 47;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=2_cn;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
2046;La Paz;Bajo;Femenino;Modalité n° 40;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=3_s;p26_ARMA=5_comdesac
149;La Paz;Bajo;Femenino;Modalité n° 41;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=3_ind
377;La Paz;Medio;Masculino;Modalité n° 32;1 Primaria; ;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=3_cs;p18_AML=1_no;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
664;La Paz;Bajo;Masculino;Modalité n° 15;1 Primaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=1_n; ;p26_ARMA=1_comacu
893;La Paz;Bajo;Masculino;Modalité n° 74;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=1_comacu
1847;La Paz;Bajo;Masculino;Modalité n° 37;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=3_cs;p17c_ABAC=2_cn;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=3_cs;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=1_n;p22c_ACOVC=2_av;p26_ARMA=4_desac
1996;La Paz;Bajo;Femenino;Modalité n° 34;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=1_comacu
2050;La Paz;Bajo;Femenino;Modalité n° 32;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
142;La Paz;Bajo;Masculino;Modalité n° 59;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
859;La Paz;Bajo;Femenino;Modalité n° 81;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
8;La Paz;Bajo;Femenino;Modalité n° 53;1 Primaria;p16_PNOR=4_posi;p17a_ACL=3_cs;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=2_cn;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
258;La Paz;Bajo;Femenino;Modalité n° 51;1 Primaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=4_desac
322;La Paz;Medio;Masculino;Modalité n° 15;1 Primaria; ;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=3_s;p22c_ACOVC=2_av;p26_ARMA=2_acu
465;La Paz;Bajo;Femenino;Modalité n° 70;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=1_n;p22b_ACLYV=1_n;p22c_ACOVC=1_n;p26_ARMA=2_acu
534;La Paz;Medio;Masculino;Modalité n° 70;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=4_desac
774;La Paz;Bajo;Masculino;Modalité n° 49;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=1_n;p17d_FACC=4_s;p17e_AMAC=1_n;p17f_OLCC=1_n;p17g_OLCM=1_n;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1165;La Paz;Bajo;Femenino;Modalité n° 62;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=4_s;p17f_OLCC=3_cs;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
1517;La Paz;Medio;Femenino;Modalité n° 40;1 Primaria; ;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1636;La Paz;Medio;Masculino;Modalité n° 84;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=3_s;p26_ARMA=2_acu
1648;La Paz;Alto;Masculino;Modalité n° 47;1 Primaria; ;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=1_n;p17d_FACC=2_cn;p17e_AMAC=1_n;p17f_OLCC=1_n;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=5_comdesac
1963;La Paz;Bajo;Masculino;Modalité n° 36;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=4_s;p17d_FACC=4_s;p17e_AMAC=4_s;p17f_OLCC=4_s;p17g_OLCM=4_s;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=3_s;p22b_ACLYV=3_s;p22c_ACOVC=1_n;p26_ARMA=3_ind
2031;La Paz;Bajo;Femenino;Modalité n° 24;1 Primaria;p16_PNOR=5_muypos;p17a_ACL=3_cs;p17b_FACL=3_cs;p17c_ABAC=3_cs;p17d_FACC=2_cn;p17e_AMAC=3_cs;p17f_OLCC=3_cs;p17g_OLCM=3_cs;p18_AML=2_si;p19_LEY=1_obpocos;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
2086;La Paz;Bajo;Femenino;Modalité n° 25;1 Primaria;p16_PNOR=4_posi;p17a_ACL=2_cn;p17b_FACL=2_cn;p17c_ABAC=1_n;p17d_FACC=1_n;p17e_AMAC=1_n;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=2_si;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
43;Quito;Bajo;Femenino;Modalité n° 45;1 Primaria;p16_PNOR=4_posi;p17a_ACL=4_s;p17b_FACL=4_s;p17c_ABAC=3_cs;p17d_FACC=3_cs;p17e_AMAC=3_cs;p17f_OLCC=2_cn;p17g_OLCM=2_cn;p18_AML=1_no;p19_LEY=2_voluncol;p22a_ACPAR=2_av;p22b_ACLYV=2_av;p22c_ACOVC=2_av;p26_ARMA=4_desac
